IDCode,Year,Month,CO_MEAN,NO2_MEAN,PM2_5_MEAN,PM10_MEAN,SO2_MEAN,LSTA_MEAN,LSTT_MEAN,NTL_MEAN,O3_MEAN,PM1_MEAN
5446499,2019,10,0.930000007153,41.2000007629,45.1000022888,93.4000015259,12.1999998093,28674.1935484,28585.2258065,22.0050005913,111.200004578,26.5
5446499,2019,11,0.839999973774,44.6000022888,42.1000022888,91.9000015259,12.4000005722,28003.3333333,27873.2666667,15.4150002003,80.5999984741,23.6000003815
5446499,2019,12,1.12000000477,50.5,64.8000030518,95.9000015259,13.4000005722,27312.9032258,27438.5483871,17.8399996758,56.6000022888,36.6000022888
5446499,2020,1,1.15999996662,40.7000007629,74.0999984741,96.2000045776,13.1000003815,27425.8064516,27239.0967742,16.2949998379,70.9000015259,40.1000022888
5446499,2020,2,0.810000002384,23.0,45.5,65.4000015259,8.69999980927,27524.137931,27498.7931034,13.1150000095,89.0,26.2000007629
5446499,2020,3,0.709999978542,32.5,37.0,73.90000152589998,10.1999998093,27903.2258065,27857.1612903,14.9725000858,107.200004578,21.0
5446499,2020,4,0.75,36.4000015259,40.5,82.7000045776,11.6999998093,28236.6666667,28207.7,20.682500124,135.5,23.3000011444
5446499,2020,5,0.669999957085,26.6000003815,31.3999996185,61.6000022888,9.30000019073,28980.6451613,28895.4193548,22.7349996567,147.0,18.0
5446499,2020,6,0.689999997616,21.5,26.1000003815,47.5,7.5,29496.6666667,29377.7666667,20.7375001907,146.900009155,146.900009155
5446499,2020,7,0.659999966621,18.7000007629,20.6000003815,36.1000022888,7.30000019073,29629.0322581,29494.2258065,16.4600000381,133.600006104,
5446499,2020,8,0.740000009537,19.2000007629,22.1000003815,37.7000007629,7.30000019073,29967.7419355,29726.1612903,14.4324996471,124.400001526,13.0
5446499,2020,9,0.799999952316,28.0,24.8000011444,48.7999992371,9.69999980927,29340.0,29282.7333333,23.4649999142,150.100006104,14.1999998093
5446499,2020,10,0.77999997139,40.2999992371,34.7999992371,70.7000045776,11.0,28641.9354839,28513.9032258,18.8725001812,104.700004578,19.8999996185
5446499,2020,11,0.8599999547,41.2999992371,39.7000007629,74.0999984741,11.1999998093,28096.6666667,28003.7666667,16.3974995613,79.5999984741,22.5
5446499,2020,12,1.18999993801,55.5,65.7000045776,99.9000015259,15.9000005722,27341.9354839,27235.6129032,35.632499218,60.4000015259,37.5
5446499,2021,1,1.35000002384,51.6000022888,68.0,124.700004578,15.1999998093,27258.0645161,27220.2580645,21.9549994469,62.5,37.5
5446499,2021,2,0.949999988079,31.5,44.5,79.8000030518,11.1999998093,27585.7142857,27582.2857143,24.4625000954,94.3000030518,24.7000007629
5446499,2021,3,0.909999966621,40.0,50.4000015259,132.800003052,12.1000003815,28022.5806452,27886.0645161,23.4600000381,105.599998474,27.8999996185
5446499,2021,4,0.709999978542,29.3999996185,31.5,80.8000030518,9.9000005722,28376.6666667,28345.2,18.6625001431,120.200004578,17.3999996185
5446499,2021,5,0.709999978542,23.8000011444,30.6000003815,85.7000045776,8.80000019073,28890.3225806,28970.6774194,19.0425000191,141.300003052,16.6000003815
5446499,2021,6,0.680000007153,21.5,23.6000003815,47.2000007629,7.7000002861,29636.6666667,29453.4333333,21.0450000763,150.0,13.6999998093
5446499,2021,7,0.569999992847,12.8000001907,14.9000005722,27.3000011444,5.7000002861,29854.8387097,29607.5483871,25.7574996948,110.599998474,8.4000005722
5446499,2021,8,0.719999969006,17.2000007629,18.3999996185,32.7999992371,6.2000002861,29874.1935484,29654.0322581,21.7824997902,133.300003052,10.4000005722
