plant_id,name_prod,lon,lat,Plant_CO_MEAN,Plant_NO2_MEAN,Plant_SO2_MEAN,Plant_O3_MEAN,Plant_PM10_MEAN,Plant_PM2_5_MEAN,Plant_LSTT_MEAN,Plant_LSTA_MEAN,Plant_NTL_MEAN,year,month
71,湖北新冶,115.125838,30.204603,0.0456435482229196,0.0001230660044205,,0.1208116682990509,0.444017714725969,89.27318617679703,298.3768239332213,288.301647017695,4.225146831098666,2018,10
72,潍坊特钢,119.238427,36.644469,0.04944727368852,0.00017352236119,,0.1346095316267837,0.5112972531905111,78.62772832822884,295.4057041583173,280.99505136453536,7.980343780424242,2018,10
73,玉溪仙福,102.186364,24.012309,0.031691991582981,2.0765537498889627e-05,,0.1135571273310717,0.1243929469344613,20.462604557895347,296.33955229581323,289.2461222707627,0.634391614908352,2018,10
74,玉溪玉昆集团,102.543682,24.465884,0.0304221131001018,3.3931966385926805e-05,,0.1129882528073627,0.1421831799418741,24.13097615939216,293.48306579530146,284.4394769263463,1.9496290228655109,2018,10
75,瑞丰钢铁,118.272056,39.497472,0.0601125524987982,0.0002868256746061,,0.14143747402291,0.3237254805812505,61.33007754020534,294.68177288929894,279.0370934014818,2.5811626163294323,2018,10
76,甘肃兰鑫钢铁,103.933888,36.510351,0.0308399065713518,8.78152675800411e-05,,0.1291318831696108,0.2453812883229033,113.9039156328181,294.37424283718167,275.9903964079129,0.8131222874065087,2018,10
77,石横特钢,116.533981,36.229201,0.0485369503088633,0.0002233078914457,,0.1335902590246904,0.5378625199066576,98.57300429552456,296.4981536212572,281.9970234582091,3.0113037609219147,2018,10
78,联鑫钢铁,120.774892,33.211332,0.0444562746240707,6.338134064534927e-05,,0.1254570482555377,0.5694498468720155,44.28329143271868,294.84469016622324,286.4700397831284,2.5364048130075747,2018,10
79,荣程钢铁,117.495794,38.970638,0.0518766122612226,0.0002539597895859,,0.1404269104442122,0.4461669974296108,70.4052489979709,295.093398509623,282.06316527531465,10.292849773725823,2018,10
80,萍钢股份,116.27527,29.778431,0.0464393859053188,9.115652014917856e-05,,0.1204642319149015,0.4143802822479895,72.69547426802463,299.3067895038103,287.98087510286217,2.203571588960521,2018,10
81,衢州元立,118.848341,28.902581,0.045613373314844,8.33332160820861e-05,,0.1192452152401938,0.4142951782072657,53.96776359134492,299.7474440227818,287.1255171597869,6.132926138555674,2018,10
82,裕华钢铁,114.098377,36.731752,0.0758616399919899,0.0003742957170254,,0.1342369663023522,0.5164965382419159,102.48037791859116,297.9679955997664,282.1541306458364,2.9630769734795224,2018,10
83,西宁特钢,101.671414,36.66856,0.0308332682080446,0.0001082940578863,,0.1289396630525607,0.2729786414126574,52.281780682506,288.8662028707578,273.6318804101434,8.052922782577488,2018,10
84,贵港桂宝,109.63938,23.089502,0.0478158236949819,6.355565284005034e-05,,0.1165270479559872,0.4038056191102858,71.30471944384307,302.7685569226245,291.98699370527027,4.797762044436403,2018,10
85,辛集澳森,115.184798,37.752351,0.0496248053925528,0.0001978232888102,,0.1369556093106968,0.391632084170284,112.2318735724548,299.545528579322,279.8768525257087,1.515610379010346,2018,10
86,达州钢铁,107.453099,31.18945,0.0430170899101472,0.000105855074678,,0.1204409905740672,0.593014325889872,116.86459942738163,294.84590417076265,286.5301707753876,6.902172989577742,2018,10
87,迁安九江线材,118.563418,39.95945,0.0637751771867399,0.0002568616748525,,0.1424384832044632,0.409055048802233,83.0893486406865,293.779224361437,280.3588538719518,4.263511254731748,2018,10
88,通钢,126.022349,41.779125,0.0397128096720476,6.57625032472435e-05,,0.1447804234768042,0.0776411486962736,40.679552171241085,287.6211142131377,276.7288930761571,2.60528533482717,2018,10
89,邢台钢铁,114.452352,37.041601,0.0539645581057393,0.0003181611955077,,0.1355565871540435,0.5270532821466846,121.65860141521988,298.65208646013195,282.5796872907643,7.466373869635313,2018,10
90,邯郸中普,113.928977,36.711757,0.0740599854665814,0.0003114802168198,,0.1339655561318263,0.4729969852584548,103.24452358915948,296.46038810914246,281.3358828593378,1.1861432255056554,2018,10
91,酒泉钢铁,98.286265,39.807065,0.0316538645422385,7.238516661515522e-05,,0.1343309626081351,0.2187420652143324,76.9676580763422,297.5501489334169,276.7231130670274,6.208414516100114,2018,10
92,重钢集团,107.040368,29.790253,0.0577992861670634,0.0001182755358874,,0.1186427554793508,0.7157626974777577,105.07237329680044,294.00392355318274,287.79927051718244,5.2186209416277,2018,10
93,金鼎重工,114.111677,36.718952,0.0746723954067229,0.0003759133102013,,0.1342460729922876,0.5198129246015347,103.66204830047629,298.23257479287594,282.2363215061465,3.434775496538954,2018,10
94,铜陵富鑫,117.772866,30.907561,0.0460184582308038,0.0001562633571196,,0.1218817711220511,0.4628497871097835,79.19867778293457,297.2443296348227,286.92209082994964,5.787152777050169,2018,10
95,陕西略钢,106.167206,33.323678,0.0324394858961647,2.2521495225717425e-05,,0.1222757137820026,0.2143425183760287,56.1254292214082,289.8943264587392,282.2174836079845,0.6751944602072866,2018,10
96,青钢控股,120.390032,36.216949,0.0439738401167561,0.0001643608272253,,0.1329327390165536,0.4761931630207381,45.81870172160052,295.123502515395,283.91392711214746,19.439290116807364,2018,10
97,鞍钢股份,122.983054,41.148267,0.0547539111678114,0.0001790153917658,,0.1455308624901146,0.2702008228860221,56.78978859207154,293.4674864203391,279.5639363497808,14.591754468275155,2018,10
98,首钢水城,104.877413,26.595229,0.0308302240662938,5.749227968997586e-05,,0.1143887330042727,0.4887238704730449,35.26610470316882,291.2830345873146,283.97637290276094,0.9210391264470024,2018,10
100,首钢长治,113.060809,36.356404,0.0408789391835956,0.0001702340501354,,0.132208929014566,0.3299244548312768,87.48740920392314,296.30593059064154,277.9059801255471,4.129627279613221,2018,10
101,马长江,118.465162,31.502272,0.0481791962125729,0.0001635915577388,,0.1223470253680051,0.5474907701425288,76.79975496278766,297.4475269417328,286.3638387936965,5.869958960000912,2018,10
102,龙腾特钢,120.835685,31.723833,0.0461815159444037,0.0002124183231761,,0.1223894580512632,0.564379040584755,69.39356467228208,298.25686110085115,287.350109415354,9.056880038876375,2018,10
103,龙门钢铁,110.575788,35.618466,0.0493872518049946,0.0001898334333504,,0.1304164850925165,0.4040722531957162,89.91771039541294,296.009843985428,282.13082671455265,3.509328859887348,2018,10
1,东华钢铁,118.256774,39.468366,0.0665516801010806,0.0003755101743514,,0.1401054993820044,0.6698063050808117,105.09321590661187,284.77587864244833,272.0391053016984,2.150504576678381,2018,11
2,东海钢铁,118.624794,39.748373,0.0860277652814189,0.0004255431912587,,0.140725825463502,0.6990047223007718,128.9073536441611,284.87972769278946,271.7954720365908,2.9283266331324924,2018,11
3,东特,121.759531,39.05443,0.0502476636806392,0.0001597902495588,,0.1382332319045472,0.5368022755111449,57.84939892860663,285.36204544406127,276.15659102840533,16.691608856558513,2018,11
4,中天钢铁,120.081591,31.702681,0.0522946359157259,0.0003240222772306,9.761935360349364e-06,0.117000016098251,0.706840412504576,95.6269659013742,292.5135629631674,281.6260633099065,12.867616787480108,2018,11
6,佰工钢铁,118.819472,39.748773,0.089748011547288,0.0004107236155756,,0.1408213824138276,0.690364568170139,124.04025540035946,284.1449693074883,273.36275153069295,2.2321862944174047,2018,11
8,兴澄特钢,120.320504,31.938905,0.0496455638066045,0.0003394481875505,0.0001967145513915,0.1173717024443428,0.7712405484017075,89.5715504731879,291.7631817189477,282.77004356094136,18.22628580243709,2018,11
9,冷钢,111.437288,27.690401,0.053146215952546,8.9894158233182e-05,-6.947765215611036e-05,0.1106868694633176,0.4055569717522841,86.3291213510545,292.3480136864931,282.4800863655775,1.3282022026640885,2018,11
10,凌钢集团,119.41374,41.271048,0.0401455439725311,6.999686822445174e-05,,0.143756483427643,0.2673240494927223,70.22673872583485,280.55755970227966,268.66470266198525,2.477681847731299,2018,11
11,凤宝特钢,113.872158,36.131666,0.0615808916636933,0.0002124377950907,0.0018116856723866,0.1304185391444569,0.5600182737792888,128.7888700854529,288.49339214865694,275.2532156739728,2.5758685096923832,2018,11
13,南钢股份,118.746315,32.200797,0.0564260859879304,0.0003109317309252,0.0003585648917351,0.1184605619799915,0.691039449584637,108.39600861345389,290.8714699536976,282.595632060857,15.098590407450056,2018,11
17,太钢,112.57052,37.970033,0.0469993409100368,0.0003161428997365,0.0005121574025883,0.1345163641828964,0.4132256454608835,117.6001936538881,283.3617458560249,271.15113124354065,13.49049309122469,2018,11
19,宁波钢铁,121.876423,29.918776,0.0398756693801133,0.0002216609752614,0.0007741136435542,0.1122898420985328,0.4935037795096766,47.59979755369383,292.38192333606975,284.17822412480217,18.623650591426863,2018,11
20,安徽富鑫,118.067833,31.194505,0.0541817082084978,0.0001674618411219,0.000776811546369,0.1161398226560506,0.4819351283837622,93.60654237649769,290.76098315720384,283.2767974308591,2.569841187238181,2018,11
21,安徽贵航,117.251147,30.531068,0.0470756388348395,0.0001267590668274,0.0001246526983847,0.1145190695567919,0.3689386737995527,89.44160612145424,292.2054121326876,282.66202275052547,2.374918089922978,2018,11
22,安钢信阳,114.038243,32.488704,0.0499117701431956,8.95973466025876e-05,,0.1210908331926934,0.5632357122304349,123.12983699303004,293.20263644258074,279.09368409747515,1.0457491632504814,2018,11
23,安钢股份,114.283145,36.122129,0.0675615067917211,0.0002940373475034,0.0009283929917876,0.130636184459855,0.8069997225302953,160.3497968116435,288.0962444567313,276.424084270502,5.596952272626668,2018,11
24,宏兴钢铁,118.871477,39.700721,0.0914009342327663,0.0004096880868473,,0.140676869244078,0.7011337150816319,124.04025540035946,284.45569677034644,272.63157885372067,1.9421043573663517,2018,11
26,宝武鄂钢,114.861313,30.39574,0.050442724677368,0.0001979577324801,0.0010025968524238,0.1156772032668182,0.5301190873709586,114.49693786669674,292.70144446852527,282.47616857688223,7.709090499543823,2018,11
27,宝钢八钢,87.304639,43.852147,0.0409884438990174,0.000242303629624,,0.1378995578589797,0.1822272014082269,39.511693520861016,271.8215494914646,265.6488055351993,8.180794729916682,2018,11
28,宝钢股份,121.440087,31.41623,0.045441758450155,0.0003758342481063,0.0004139320429432,0.1158436954576988,0.6722996073039362,84.23886609285262,292.5624599018233,283.9306039576343,19.17349320826385,2018,11
29,山西中阳,111.161118,37.370796,0.0379015945962293,0.0001507289169952,0.0005681781370767,0.1332676641200552,0.2383032453346444,80.85532954282826,282.74542806806943,272.11482236661493,1.316752124205545,2018,11
