,IDCode,Year,Month,CO_MEAN,NO2_MEAN,PM2_5_MEAN,PM10_MEAN,SO2_MEAN,LSTA_MEAN,LSTT_MEAN,NTL_MEAN,O3_MEAN,GridProd_Steel_tot,GridProd_Iron_tot,Polygon_ID,Centroid_Long,Centroid_Lat
16038,5287819,2020,4,0.659999966621,31.0,31.1000003815,53.7000007629,11.1000003815,28696.6666667,28732.5666667,28.2725000381,136.600006104,13.0085654060492,11.5129195696944,1609484,118.85087441944916,28.89968423519221
16039,5287819,2020,5,0.709999978542,21.0,25.5,42.4000015259,9.69999980927,29587.0967742,29412.1129032,22.4000000954,128.600006104,13.0085654060492,10.530897249496,1609484,118.85087441944916,28.89968423519221
16040,5287819,2020,6,0.649999976158,17.1000003815,14.6999998093,26.0,8.4000005722,30025.0,29832.1666667,22.615000248,83.5999984741,13.664323731708,11.2124982677916,1609484,118.85087441944916,28.89968423519221
16041,5287819,2020,7,0.639999985695,19.1000003815,18.8999996185,33.7999992371,7.40000009537,30154.8387097,29929.6774194,0.0,96.7000045776,14.7561774956128,12.000700393214,1609484,118.85087441944916,28.89968423519221
16042,5287819,2020,8,0.620000004768,18.6000003815,18.5,36.4000015259,8.19999980927,30354.8387097,30104.2258065,16.7649998665,106.599998474,16.1258402053632,11.9134813055648,1609484,118.85087441944916,28.89968423519221
16043,5287819,2020,9,0.709999978542,23.6000003815,22.2000007629,37.5,7.80000019073,29641.6666667,29455.3,0.405000001192,118.599998474,17.1433962279372,12.5207845825296,1609484,118.85087441944916,28.89968423519221
16044,5287819,2020,10,0.669999957085,31.2000007629,28.5,50.5,9.10000038147,29025.8064516,28857.5645161,16.2974998951,116.200004578,16.0773851566692,13.228228293462,1609484,118.85087441944916,28.89968423519221
16045,5287819,2020,11,0.789999961853,37.7999992371,28.3000011444,53.7000007629,10.4000005722,28700.0,28768.1333333,26.8900003433,82.2000045776,17.2758400277008,14.2748573452524,1609484,118.85087441944916,28.89968423519221
16046,5287819,2020,12,0.919999957085,42.2999992371,41.7999992371,67.0,11.1999998093,28011.2903226,28118.0,19.8374996185,52.1000022888,11.6744363986744,9.61025132431,1609484,118.85087441944916,28.89968423519221
16047,5287819,2021,1,0.930000007153,45.7999992371,39.7999992371,76.40000152589998,11.4000005722,27775.8064516,27652.5967742,30.1575007439,63.0,15.1373572120056,11.8101105350176,1609484,118.85087441944916,28.89968423519221
16048,5287819,2021,2,0.740000009537,22.3999996185,29.8999996185,49.6000022888,7.2000002861,28378.5714286,28187.2678571,28.5149998665,78.7000045776,15.1890425972792,12.307582368276,1609484,118.85087441944916,28.89968423519221
16049,5287819,2021,3,0.75,29.8999996185,22.6000003815,43.2000007629,7.80000019073,28712.9032258,28660.9193548,21.5050003529,75.3000030518,15.8318795766196,10.9896050437992,1609484,118.85087441944916,28.89968423519221
16050,5287819,2021,4,0.709999978542,27.3999996185,24.3999996185,52.2000007629,8.19999980927,29051.6666667,29183.6833333,22.4974997044,102.800003052,17.4890422419544,12.3980317925048,1609484,118.85087441944916,28.89968423519221
16051,5287819,2021,5,0.680000007153,20.7000007629,19.5,40.1000022888,8.5,29729.0322581,29585.1451613,29.9849998951,108.900001526,16.9011209844672,12.097610490602,1609484,118.85087441944916,28.89968423519221
